,Date,Tweet,User
121,2021-07-21 23:50:18,"Dari dulu dr Terawan selalu terhalang tembok besar yg namanya IDI dan BP POM.

Sekarang Dunia mengakui VakNus.

Saatnya tembok penghalang itu dirobohkan, direformasi Demi Negeri.

Selamat datang Vaksin Nusantara!
Cuma VakNus yg bisa menyelesaikan Covid-19.
https://t.co/QnaD4PliVY https://t.co/3xwUvIY8Ug",Nila Murti Tanjung 🇮🇩NO DM.
122,2021-07-21 23:50:17,Kementerian Perindustrian memobilisasi pasokan oksigen nasional dari pabrik maupun industri untuk memenuhi kebutuhan pasie Covid-19. #TempoFoto https://t.co/unc4tmkox2,TEMPO.CO
123,2021-07-21 23:50:15,"Sebagai dokter, swab sudah jadi rutinitas. Sadar beresiko tinggi, jadi adikku menerapkan prokes ketat setiap harinya. Dan prokes seketat ini  ternyata masih bisa kecolongan juga.

Kemarin masih negatif, semalaman urus Athalla dan besoknya langsung positif. Covid luar biasa ☹️ https://t.co/HlXwEVhBc3",S T A R L E E R Y
124,2021-07-21 23:50:11,"@ainunnajib Rektor UI kena covid, virus Nye yg minta maaf..",Mr.Qie
125,2021-07-21 23:50:03,"Terkonfirmasi Positif Covid-19, Empat Atlet Gagal Tampil di Olimpiade Tokyo https://t.co/pviyDXAJnz https://t.co/WurmTOpORn",solopos.com
126,2021-07-21 23:50:00,"Presiden Jokowi: Gubernur, Bupati, Walikota Serta Forkopimda Fokus Penanganan COVID-19 https://t.co/RYBq9ug5bT 

@jokowi @kemendagri",INFO KABINET
127,2021-07-21 23:49:57,"Jokowi Klaim Kasus Covid-19 Turun, dr. Eva: Karena Jumlah Tes Berkurang Drastis 68 Persen https://t.co/eVJL02CTZI https://t.co/h8GsIIVATF",Mas Piyu 🇲🇨🇵🇸
128,2021-07-21 23:49:45,"@FitriaAfni @jogmfs Misal nih dia kena covid
Dan dicovidkan sama RS

Mending tindakan preventif dia nyelametin org byk dan dapet treatment yg bener atau dia bebas aja tu udah tau + tapi gamau periksa akhirnya kena gejala berat dan nyebar ke yg lain???",meow
129,2021-07-21 23:49:38,"#PLNPeduli 

Electrizen, untuk mendukung penanganan COVID-19, PLN salurkan bantuan senilai Rp 1,69 miliar ke RSUP Dr Kariadi dan sejumlah rumah sakit di Jawa Tengah. 

#PLN #PLNSiagaCOVID19 #PowerBeyondGenerations https://t.co/cePAD5vrF7",Nuroo
130,2021-07-21 23:49:36,hati hati gejala awal boleh jadi Covid-19 ... badan meriang lemas... ada obatnya https://t.co/AkE8FIk43E,Anomali Sebutir Pasir
131,2021-07-21 23:49:34,"rektor ui cuma modal revisi statuta aja ibaratnya merem juga udah beres, ini mengelola covid di negara indonesia rasanya memang harus berdarah2 terus https://t.co/6pPhhFrm94",Moh Azizun Hakim
132,2021-07-21 23:49:33,"Arab Saudi Larang Bepergian ke Indonesia Akibat Lonjakan Covid-19, Minta Warganya Kembali Secepat Mungkin https://t.co/t4ZFQVxVYs",Pikiran Rakyat Bekasi
133,2021-07-21 23:49:32,Bgm ini kok ada sulap sulap Data Kasus dan Kematian Covid-19 ! https://t.co/GCqdKJuTbH,Sartono Hutomo
134,2021-07-21 23:49:29,"Pemerintah Pusat kini telah menetapkan perpanjangan #PPKM berdasarkan level. Wilayah #KabupatenMalang masuk ke dalam level tiga.
.
@PemkotMalang @infomalang #Covid #PPKMLevel3 #sekda @kabmalanginfo 
.
https://t.co/AXqqsKT2VU",jawaposradarmalang
135,2021-07-21 23:49:23,"Semangat pagi untuk menghadapi VIRUS"" yg terserap
Covid - 19 #PelajarAntusiasVaksinasi #VaksinBINdoor2door",MELLOE
136,2021-07-21 23:49:22,"Update harian perkembangan Covid-19 21 Juli 2021 di Nusa Tenggara Barat. Tetap terapkan 5M dalam kegiatan bermasyarakat, memakai masker, mencuci tangan, menjaga jarak, menghindari kerumunan, dan mengurangi mobilitas. #siapuntukselamat #salamtangguh #updatecovid19ntb https://t.co/pvIVJvA83p",BPBD PROV NTB
137,2021-07-21 23:49:21,"Coba fungsikan satpolpp untuk siaga covid juga, misal saat ada yang butuh tabung oksigen segeralah mereka yang turun dan bekerja di lapangan. Mereka sebenernya lebih suka itu dibanding sita maupun bongkar barang punya pedagang. Percaya dah!",Benidile
138,2021-07-21 23:49:18,@PetraNima3 @H_Bakkaniy dia bukan sejenis pak turut mengkhinzir buta..point vaksin covid-19 skip animal trial dah lama org tau...awl2 stage mmg utk percubaan ke atas manusia,Mat_jEk 🇵🇸
139,2021-07-21 23:48:58,"@ana_khoz Goblok...
Tinja/kotoran manusia Tak ada di ruang makan atau ruang tidur pasti ada di WC, karena siapa yang sesak boker larinya ke ke WC bukan ke ruang makan atau ruang tidur.
Orang yang sadar kena Covid-19 gak ada yang lari ke mesjid pasti lari ke rumah sakit.",Persatuan Indonesia
140,2021-07-21 23:48:56,@IvoneHall 😂😂..kapan kelarnya covid kalo pd kaya gtu 😢,🍃Lina🍃
141,2021-07-21 23:48:54,"@Dennysiregar7 Sudahlah saatnya berdamai dengan covid,tegakkan prokes,mau ngumpet sampai kapan?trus tundakan apa,masak suruh dirumah terus,kalau batu.bisa jadi camilan seneng2 aja yang jadi kendala batu gak bisa jadi camilan bang.",sari sari
142,2021-07-21 23:48:51,"Kami tu ga pernah kemana2 selain nyari kebutuhan esensial, tapi tu penyebar hoax abis kena covid bilangnya tipes malah bolak balik ke rumah walau udah dibilangin.
Mana mama tuh gabisa vaksin, pas tau mama positif gue pengin ngamuk parah, sakit hati, pengin gelut!!!",Rizky Ummami
143,2021-07-21 23:48:49,"@duniazie Betul, Kak. Kalau kita saling bahu membahu Insya Allah kasus Covid bisa semakin mereda. Harus tetap optimis ya jangan pesimis.",Riska Ngilan Haryono
144,2021-07-21 23:48:41,Suami makcik aku positif covid dan sedang dikuarantin di rumah telah kembali ke rahmatullah tengahari semalam manakaIa makcik aku puIa teIah disahkan positif covid tahap 4 dan skrg ada di Maep. Mohon sedekahkan AI-Fatihah buat keduanya😭😩 AI-Fatihah (dibaca),Łz❤️
145,2021-07-21 23:48:40,Mrk jg ga mau Pak.. covid gini https://t.co/q71SmFeYSy,Pradnya Darsika
146,2021-07-21 23:48:34,"Personil Polres Tabanan bersama tim gabungan melaksanakan penyekatan PPKM Level-3 malam hari di Simpang Pahlawan Tabanan, mengurangi mobilitas masyarakat untuk menekan angka penyebaran Covid-19. #ppkmdarurat #taatppkmdarurat #bersamalawancorona #polrestabanan https://t.co/9VL6BUVGXH",Polsek Tabanan
147,2021-07-21 23:48:31,"@yhendarsyah Siap mas. Masih lagi taat taatnya nih. Tetap jaga diri, beberapa hari ini banyak dari orang terdekat yang kena Covid",andreW pradanA
148,2021-07-21 23:48:31,"Selain data Covid, semoga refocusing anggaran didaerah jg dilakukan transparan... @kominfocilegon https://t.co/dLEBOscFur",Faturohmi
149,2021-07-21 23:48:25,"Innalillahi wa innailaihi rojiun.

Tolong ksh tau yg pernah bilang: “covid cuma meninggal di RS atau cuma orng kaya yg kena covid”, apa ga kasian sm bpk ini😢 https://t.co/jFnzaufSDn",Riska Ayu Purnamasari
150,2021-07-21 23:48:23,"@ana_khoz @andreaskoernia1 Tidak mungkin Tuhan berbicara langsung sama kalian, bs sj Tuhan pakai presiden untuk menyelamatkanmu. Jd patuhi sj aturan pemerintah, Tuhan tdk hrs di sembah di rmh ibadah. Org mati akibat covid itu di rawat di rmh sakit bukan di mesjid makanya matinya selalu di rmh skit, gblok!!",Ronal Agus
151,2021-07-21 23:48:20,"@FerdinandHaean3 Otak mrk hy otak dibawah pengemis, paling lantang teriak susah cari makan krn pembatasan, tp kejar bansos, ngeluh lagi bansos kecil tdk cukup utk hidup. Selama pandemi gak ada yg mati krn kelaparan, tp banyak yg mati krn Virus Covid. Dramatisasi !! Pembunuh massal hrs dipidana!",AcieL
152,2021-07-21 23:48:19,"Sampai begitu malangnya nasib rakyat 😔

 https://t.co/JdPc5cTiYS",اکو انق ملايو جاتي
153,2021-07-21 23:48:18,"@democrazymedia Jika Covid ingin Selesai di Negeri ini, sebaiknya Rezim ini mundur, kemudian dikelola secara Profesional bukan Arogan dan bisnis yg diutamakan.",PENCARI KEADILAN
154,2021-07-21 23:48:13,"Kalau situasi masih adem ayem gini yakinlah covid-19 masih bakalan ada sampai penghujung 2021, bisa jadi lebih #JanganTunggu2024",MAHASISWA DARING
155,2021-07-21 23:48:09,"Pemakaman pasien covid-19 ditanggung negara, mestinya, dalam kerangka persamaan hak warga negara, kremasi jenazah pasien covid-19 juga ditanggung negara. Karena itu, sangat mendesak agar Pemprov DKI Jakarta memiliki tempat krematorium sendiri.

Sumber: https://t.co/B6O9ZhvUJZ",gaudens suhardi
156,2021-07-21 23:48:04,"@riensayangku Bener, dan itu pun udah lama dilarangnya.

Org2 disini pd ngeyel2 dan gak bisa taat aturan, juga gak percaya covid, penyakit semakin merebak kena sanksi oleh Arab gak bs haji malah nyalahin pemerintah.",Buzzer NKRI
157,2021-07-21 23:47:55,"Rangkaian kegiatan ini untuk memperingati Idul Adha 1442 H, yang digelar secara virtual karena pandemi Covid-19 dan PPKM Darurat.",Aneta Putri
158,2021-07-21 23:47:52,Staff hospital aku ni 20% positive covid 🤡 pastu mula la deploy staff sana sini. Tak masal aku kena jaga paeds ward malam ni 😩😩,لييانا
159,2021-07-21 23:47:33,"Berdasarkan Instruksi Menteri Dalam Negeri Nomor 22 tahun 2021, masa perpanjangan PPKM Darurat kini bernama ""PPKM Level 4 Covid-19"". https://t.co/5Jh2ghR2Th",Kompas.com
160,2021-07-21 23:47:29,derita jadi survivor covid di perantauan. gaada yang merhatiin 😞,-
161,2021-07-21 23:47:25,"Inalillahiwainailaihirojiun

Hari ini dapat kabar kerabat yang gak percaya covid seorang dosen, meninggal dunia. Semoga beliau ditempatkan ditempat yang sebaik baiknya. Aamiin.",jack
162,2021-07-21 23:47:21,Demo di bdg apakah akan membaws perubahan ?  Tidakkkk . Baiknya jaga diri  kalian n kel supaya gak nambahin madalah terpapar covid . Kalian terpapar  lebih repot mau cari uang entar,Edo Tirta Winata
163,2021-07-21 23:47:20,Omku meninggal gara2 covid,miss.elle 🍞
164,2021-07-21 23:47:20,"Sumpah deh kesel bgt sama warga sini, mereka kek pada ga percaya klo covid itu beneran ada",floppa
165,2021-07-21 23:47:18,"Angka Pasien Covid-19 Melonjak, Pemkab Sampang Buka Rekrutmen Tenaga Kesehatan | LingkarJatim - https://t.co/4DNswVUH95 https://t.co/nuVQFEpsEp",lingkarjatim
166,2021-07-21 23:47:17,"Malam dan pagi dengan berita duka. Covid hurts, kata seorang teman. Semoga kita semua masih diberi ketabahan &amp; kekuatan sampai krisis ini mereda. Be good and stay safe, semua...",Rade Eva Panjaitan
167,2021-07-21 23:47:14,"#News: DAMPAK PANDEMI COVID 19, TAHUN 2021 OPTIMISME WARNAI PASAR MODAL RI https://t.co/118xj8npld | Berita Tangsel",INFORMASI PAMULANG
168,2021-07-21 23:47:13,Matane apa enggak lihat di banyak video yang viral .. ada gus yang tdk percaya covid dan dgn menghirup langsung nafas penderita .. enggak lama juga mati. Apa mau bukti spt itu.. baru mati baru percaya covid.. itu namanya manusia bangke dan pekok. https://t.co/FgDDJtKQ0B,HABIB FPI Teroris
169,2021-07-21 23:47:06,Sore-sore Dipanggil Ke Istana Bima Arya Diminta Jokowi Jelaskan Penanganan Covid-19 Kota Bogor – Wali Kota Bogor Bima Arya dipanggil Presi... https://t.co/eiimwBrB3Q https://t.co/BncLiPtUkZ,Rakyat Merdeka
170,2021-07-21 23:47:02,Ramalan Sri Mulyani dan Lembaga Asing Soal Covid dan Ekonomi RI https://t.co/nQj8JDfkbV,lantakanemas.com
171,2021-07-21 23:46:53,@detikcom Setelah 76.200 orang meninggal karena covid.,Wimba Wisesa
172,2021-07-21 23:46:41,ni covid bikin gabisa tidur apa gimana si! RIP IDUNG ):,devi riska
173,2021-07-21 23:46:41,"@FerdinandHaean3 baru aja temen gw yang ga percaya covid, meninggal karena covid.",Winnetou
174,2021-07-21 23:46:39,"@zarazettirazr Rektor terkena covid, covidnya yg mati",Fajar
175,2021-07-21 23:46:39,Coba aja kalian para pejabat yg hanya numpang hidup dan tdk becus urus negara ini mundur dan beri kesempatan anak bangsa yg cerdas dan mumpuni mengganti kalian... pasti IMUN tubuh rakyat makin KUAT dan COVID 19 SEKARAT...ini kegagalan yg nyata...,B4mb4ngSBY65
176,2021-07-21 23:46:38,"Ketua umum, @pemudaindohebat @rubyaja1 Kami pendukung Presiden @jokowi yg Pro Rakyat, bukan pendukung Agensi WHO, Designer Pandemi Covid-19, Mafia Vaksin/kesehatan, Menteri Pro KKN, dan kebijakan pembungkaman terhadap aksi demontrasi pemuda dan mahasiswa.

#reshufflekabinet2021 https://t.co/XsRgGOgnm4",PemudaIndonesiaHebat 🇮🇩
177,2021-07-21 23:46:34,"@PartaiSocmed @ali_hasan110 Bahkan bukam hanya buzzeRp, pejabat juga banyak sepelekan covid. Memang banyak pejabat ngegampangin. Mati instingnya, duit yg memenuhi otaknya. https://t.co/Oi2L0PX1z6",Ukit 🇮🇩 🇸🇩
178,2021-07-21 23:46:18,Pagi pagiii nak maroh orang cakap covid ni konspirasi dajal la ape la. Bagi sikit kat kau. Baru tau rasaaaa. Bodo piang.,Diba Khalib
179,2021-07-21 23:46:09,"Headline Koran Pikiran Rakyat
Pencairan Berbelit Rumah Sakit Menjerit

PANDEMI Covid-19 di Indonesia yang terus berkepanjangan menyebabkan hampir semua lini terseok-seok. Salah satu garda terdepan menghadapi pandemi ini adalah rumah sakit. https://t.co/i0XaaG3axx",Pikiran Rakyat
180,2021-07-21 23:46:02,"@Hilmi28 Pandemi ini semakin di sebarkan maka TDK akan berakhir ,MK SDH i lah kata2 covid maka akan tenang negri ini,ppkm gak perlu yg penting jaga diri sendiri masjid tempat mengadu malah ditutup ,ekonomi negri ini SDH trn level maka hrs nya pemimpin negri ini paham dg ini",Romano
181,2021-07-21 23:45:55,"Mas @Chilli_Pari kirim jamu dong, saat ini sy &amp; isteri isoman🙏 cc @kaesangp https://t.co/K4yReXZntY",Narod♂
182,2021-07-21 23:45:52,"*BAKUL PRIHATIN NEGARA*

Bakul Prihatin negara merupakan satu tindak balas proaktif yang dicetuskan YAB Perdana Menteri dalam usaha membantu rakyat yang terkesan dengan kemelut COVID-19.",JPW
183,2021-07-21 23:45:49,"#BHdunia Lebih 3.7 bilion dos vaksin COVID-19 didaftar atau disuntik di seluruh dunia setakat ini
https://t.co/B0EK82SJu6",Berita Harian
184,2021-07-21 23:45:47,@Hi_Quds Berharap banget dengan adanya penambahan perpanjangan masa PPKM ini kasus Covid jadi menurun.,Riska Ngilan Haryono
185,2021-07-21 23:45:46,covid jahat bgt yatuhan,devina
186,2021-07-21 23:45:44,"@AdamPrabata terkadang informasi ttg covid ini kaya ilmu yg ga pasti, jadi seolah2 tidak valid atau bahkan berkembang terus, misal kaya penyintas covid dalam 3 bulan setelah dinyatakan sembuh kok PCR bakal positif terus ya ? padahal beberapa orang terdekat pernah PCR dinyatakan negatif..",Moh Azizun Hakim
187,2021-07-21 23:45:43,"@rohmahkr_07 Semoga kasus covid terus menurun, yaaa.",🍒 Idah Ceris 🍒
188,2021-07-21 23:45:40,"GERAI VAKSIN PRESISI POLSEK BANJARNEGARA

Dalam rangka membantu masyarakat untuk mengantisipasi &amp; mencegah penularan Covid 19 , Polsek Banjarnegara turut berpartisipasi dlm pelaksanaan vaksinasi massal di Gerai Vaksin Presisi Halaman Mapolsek Banjarnegara.

@polres_banjarnegara https://t.co/hboYHPTP90",POLSEK BNA
189,2021-07-21 23:45:40,@_leonSR_ @BudiGSadikin @tolakbigotnkri @AjiKurn38678342 @GarudaMerPut @Galih_Limbaran @roman_paqr Kopid jeung paksin mang didiemah da te bisa nyebut covid sareng vaksin kalo saya mah,SW 016
190,2021-07-21 23:45:36,"@FerdinandHaean3 Saya pengin lihat fotomu di ruang perawatan Covid. Buktikan kamu bukan pengecut. Buktikan bacotmu. No Foto, berarti kamu cuma koar koar.",BuzzeRp Buang Ke Laut
191,2021-07-21 23:45:17,"Beberapa hari ini cukup burn out karena tiap hari nganter ke rs dan pada gantian positif covid, lebaran gembok gerbang, besoknya mau ga mau buka gerbang karena qurban, malemnya mama positif juga.
Sakit hati banget krn tau ada yg nyambi nyebar hoax ke mama sampe akhirnya mama +",Rizky Ummami
192,2021-07-21 23:44:57,@AdamPrabata Ayah saya tahun lalu positive covid. Sudah vaksin ke 2 bln Mei. Juli ni terinfeksi lagi virus Delta. Gejala lebih ringan dr thn lalu. Sy kena sekali langsung ARDS. Ketika dilarikan ke RS mulut sy sudah berbusa &amp; sy tdk bisa bernafas,cinta allein
193,2021-07-21 23:44:57,"Perjuangan melawan covid atau perjuangan lu untuk menindas rakyat demi majikan sipit kao bodat,,,
#PukimakKaoLuhut...!! https://t.co/7wesKkYNOq",Panthera
194,2021-07-21 23:44:56,Ye weh masa makteh warded before covid lagi pun duit orang bagi time visit selalu hilang. Ada sekali tu kantoi dgn nurse ada patient lain bukak drawer dia. Makteh dahla jenis tak cakap apa2 haihh https://t.co/KMEbypsq6e,ÿien
195,2021-07-21 23:44:45,"@rohmahkr_07 Ternyata sampai tanggal 25 ya, Mbak. Ya semoga ada pengaruh ya buat kasus Covid, cepat menurun.",Riska Ngilan Haryono
196,2021-07-21 23:44:45,"Viral Jenazah Pasien Covid Tergeletak Berjam-jam Di Jalanan
https://t.co/M3x5uP1NOS",GELORA NEWS
197,2021-07-21 23:44:43,"hmm jadi sebenernya bisa jadi aku pernah kena covid, tp krn sering nangis jd dah sembuh 🤔 https://t.co/l50F8ntVgg",call me ran
198,2021-07-21 23:44:37,"@_Dauph1ne_ @prabawananda sambil nunggu jatah vaksin, aq percaya kok kalau covid 19 ada, alhamdulillah kabupatenku zona kuning",@Ah.Afendi
199,2021-07-21 23:44:35,@KangenNemo @ali_hasan110 @PartaiSocmed Divaksin blm tentu aman dari covid.cuman klo kena covid cepet https://t.co/y8j2wjkkHD masih bingung masalahnya apa,santoso
200,2021-07-21 23:44:30,"@Chrizmaann @Drians0 @TargEt970 @Rullyez1 @itajegegbaliid @harya_bima @covid_hater @TotoIsmoe @nkri_ri1 @ekp_budiarto @Ketliev88 @SimanjuntakElly @masherryjuga @OnisSmartco @Putr1_Tungga1 @Senjasahabatmu @silverQ28 Sampun ndoro,,",yustinus revan
201,2021-07-21 23:44:19,"Stop kengeyelan! 
Sayangi Keluargamu.... 
Sayangi Nyawamu... 

Berkerumun saat pendemi hanya akan membuat COVID-19 merajalela. 

#BersamaKitaLawanCovid19 https://t.co/roVFuptSFH",Herry Herry🇲🇨
202,2021-07-21 23:43:55,"@mediocrickey Ditunggu ""aku positif covid"" nya ya.",🌾
203,2021-07-21 23:43:33,"@AdamPrabata @SariNande2020 Saya terkena covid gejala ringan dok, isoman sdh masuk hari ke 12, kira2 kalo mau vaksin menunggu brp lama???",mr.ℹ️ndra🅾️NE
204,2021-07-21 23:43:32,"@zakirahashran Belum countdown 😝 tapi baru mola ambik tau mcm mana keadaan saat2 nak serah diri pa semua tu. Pastu ambik tau pengalaman org bsalin zaman covid ni, k lagi takuit haha",br
205,2021-07-21 23:43:29,"Ayo tetap patuhi protokol kesehatan. Segera vaksin. Jaga kesehatan agar imun prima
https://t.co/w2s2dlbtos

#menkumham #yasonnalaoly
#kumhampasti #kemenkumham #kumham #kemenkumhamri #insanpengayomandukungvaksinasi #kumhamstrong #indonesiabangkit #JatengGayeng #news #Covid https://t.co/dbo4NRpjeh",Balai Harta Peninggalan Semarang
206,2021-07-21 23:43:26,"Sertai Mangleswary Subramaniam, Pengurus Perkhidmatan WCC, dan sukarelawan kemanusian dari NGO lain bersama ahli penyelidik dari FSSK untuk bincangkan 'IMPAK PANDEMIK COVID-19: PERNAH KITA PEDULI?"". https://t.co/uxj7Q7wnEU",WCC Penang
207,2021-07-21 23:43:23,@asvira Itu video bln Agustus tahun 2019 yg lalu mbak. Sebelum pandemi Covid-19.,Nêng Añy@r
208,2021-07-21 23:43:16,"@ikarbertweet Yang penting sekarang jangan lupa kes covid meningkat sebab azmin bagi kilang beroperasi...

😑",Dyan 🏴 Xitt 🇲🇾 🇵🇸
209,2021-07-21 23:43:15,"@__AnakKolong Mmg org tlol, mana ada org mati gara2 covid di mesjid? Org yg kena covid mati di rmh sakit krn mrk di rawat di sana bukan di mesjid, duh bgst bget nih org. Bs sj Tuhan pake presiden untk kasih himbauan pd manusia, krn tdklah mngkin Tuhan berbicara lgsung pada kalian",Ronal Agus
210,2021-07-21 23:43:11,"Tolong dicatat saudara-saudara.

https://t.co/keuWjEBkOS: Luhut Pastikan Testing Covid-19 Bisa Capai 400.000 Per Hari.
https://t.co/Unwq0PzbQB",#JoCovidiot & Herd Stupidity
211,2021-07-21 23:43:09,"Personil Polsek Bantarsari monitor giat pemakaman jenazah terkonfirmasi Covid 19 di Desa Citembong.

#polsek_bantarsari
#polrescilacap
#poldajateng https://t.co/Z56RbIGwK3",Polsek Bantarsari
212,2021-07-21 23:43:04,"Kenali Gejala Covid-19 Varian Delta yang Diklaim Paling Berbahaya, Mirip Gejala Flu Pada Umumnya https://t.co/22GLwymRCc",Pikiran Rakyat Bekasi
213,2021-07-21 23:42:49,"@unnesmenfess Aku Minggu kemaren kena gejala covid nderr, sakit kepala pol-nyeri otot-gabisa nyium dikasi banyak obat sama sodara yg kebetulan perawat di rsud daerahku. Kalo sakit kepalanya pake Paracetamol coba nder",Pikaaaachu
214,2021-07-21 23:42:49,"@CNNIndonesia Lebih bagus pelan2 mati, daripada kena covid, sudah cepat mati buat orang lain ikut mati pulak",peeerrrreeee
215,2021-07-21 23:42:42,Ada 7 arahan Menteri Desa dalam penanganan covid 19 di desa https://t.co/BOyARCuTx3,Husnul Aziz
